NL #,natural language,alternative Lnaguage name,birth city,birth state,country,age,gender,onset age,english residence,LOR,learning style,sound file name,ethnologue code,notes,,,
513,english,NULL,bocas del toro,NULL,panama,52,female,0,"panama, usa",52,naturalistic,english513.mp3,eng,20 november 2013.  residence:  17 years in usa,,,
4,malayalam,NULL,dubai,NULL,united arab emirates,18,female,3,NULL,0,academic,malayalam4.mp3,mal,21-Nov-13,,,
17,farsi,persian,gorgan,NULL,iran,27,female,16,usa,3,academic,farsi17.mp3,pes,23-Nov-13,,,
15,bulgarian,NULL,varna,NULL,bulgaria,22,male,10,usa,12,naturalistic,bulgarian15.mp3,bul,13-Nov-13,,,
127,spanish,NULL,san salvador,NULL,el salvador,34,male,19,usa,7,academic,spanish127.mp3,spa,24-Nov-13,,,
17,swedish,NULL,farjestaden,NULL,sweden,20,female,8,usa,0.3,naturalistic,swedish17.mp3,swe,24-Nov-13,,,
39,korean,NULL,pusan,NULL,south korea,55,male,14,usa,41,academic,korean39.mp3,kor,25-Nov-13,,,
3,fanti,akan,accra,NULL,ghana,46,female,5,usa,21,academic,fanti3.mp3,aka,29-Nov-13,,,
7,taiwanese,chinese,taipei,NULL,taiwan,65,famale,35,usa,20,academic,taiwanese7.mp3,nan,29-Nov-13,,,
11,nepali,NULL,katmandu,NULL,nepal,24,female,20,usa,1,academic,nepali11.mp3,nep,29-Nov-13,,,
6,haitian creole french,NULL,ouanaminthe,NULL,haiti,18,female,16,usa,1,naturalistic,haitiancreolefrench6.mp3,hat,2-Dec-13,,,
4,estonian,NULL,paide,NULL,estonia,28,female,9,"uk, usa",6,academic,estonian4.mp3,est,"2 december 2013.  residence: 1 year uk, 5 years usa.",,,
5,dari,,kabul,NULL,afghanistan,56,female,32,usa,24,naturalistic,dari5.mp3,prs,2-Dec-13,,,
74,arabic,NULL,alexandria,NULL,egypt,18,male,4,usa,0.4,academic,arabic74.mp3,arz,6-Dec-13,,,
2,ngemba,NULL,bamenda,NULL,cameroon,63,female,6,usa,20,academic,ngemba2.mp3,nge,"4 december 2013.  called her own language ""mohamoh""",,,
514,english,NULL,youngstown,ohio,usa,57,male,0,usa,57,naturalistic,english514.mp3,eng,"7 december 2013.  residence: ohio until age 31, then NC til now.",,,
515,english,NULL,youngstown,ohio,usa,55,female,0,usa,55,naturalistic,english515.mp3,eng,"7 december 2013.  residence: ohio til 29, then NC til now.",,,
129,spanish,NULL,havana,NULL,cuba,47,female,30,usa,17,naturalistic,spanish129.mp3,spa,12-Dec-13,,,
516,english,NULL,dripping springs,texas,usa,32,female,0,usa,32,naturalistic,english516.mp3,eng,17-Dec-13,,,
517,english,NULL,colorado springs,colorado,usa,33,male,0,usa,33,naturalistic,english517.mp3,eng,18-Dec-13,,,
33,german,NULL,stuttgart,NULL,germany,39,male,10,NULL,0,academic,german33.mp3,deu,"10 january, 2014",,,
518,english,NULL,kells,meath,ireland,24,male,0,ireland,24,naturalistic,english518.mp3,eng,21-Jan-14,,,
34,german,NULL,bochum,NULL,germany,28,male,11,uk,1,academic,german34.mp3,deu,29-Jan-14,,,
16,bulgarian,NULL,kyustendil,NULL,bulgaria,21,male,6,uk,0.1,academic,bulgarian16.mp3,bul,"21 february 2014

",,,
22,japanese,NULL,ashiya,NULL,japan,69,female,12,usa,30,academic,japanese22.mp3,jpn,22 november 2013.  iamgmu#98035,,,
519,english,NULL,karachi,NULL,pakistan,18,female,1,"canada, usa",16,naturalistic,english519.mp3,eng,21 november 2013.  iamgmu#98034,,,
42,portuguese,NULL,luanda,NULL,angola,24,male,21,usa,3,academic,portuguese42.mp3,por,19 november 2013.  iamgmu#98032,,,
520,english,NULL,st. paul,minnesota,usa,47,female,0,usa,47,naturalistic,english520.mp3,eng,"12 february, 2014.  iamgmu#98047",,,
75,arabic,najdi,riyadh,NULL,saudi arabia,26,female,2,usa,5.2,naturalistic,arabic75.mp3,ars,"1 january, 2014",,,
521,english,NULL,bethesda,maryland,usa,25,female,0,usa,25,naturalistic,english521.mp3,eng,19 february 2014.  iamgmu#98048,,,
522,english,NULL,bethpage,new york,usa,22,female,0,usa,22,naturalistic,english522.mp3,eng,19 february 2014.  iamgmu#98049,,,
523,english,NULL,madison,wisconsin,usa,18,female,0,usa,18,naturalistic,english523.mp3,eng,20 february 2014.  iamgmu#98050,,,
55,french,NULL,settat,NULL,morocco,62,female,12,usa,32,academic,french55.mp3,fra,22 november 2013.  iamgmu#98039,,,
524,english,NULL,downers grove,illinois,usa,19,male,0,usa,19,naturalistic,english524.mp3,eng,24 february 2014.  residence: wisconsin for 18 years.,,,
130,spanish,NULL,guayaquil,NULL,ecuador,27,male,21,usa,1,naturalistic,spanish130.mp3,spa,29 january 2014.  iamgmu#98045,,,
76,arabic,hijazi,jiddah,NULL,saudi arabia,25,male,4,usa,0.2,naturalistic,arabic76.mp3,acw,5 march 2014.  iamgmu#98051,,,
525,english,NULL,albion,new york,usa,18,female,0,usa,18,naturalistic,english525.mp3,eng,7-Mar-14,,,
77,arabic,NULL,ad dammam,NULL,saudi arabia,18,female,4,usa,1,naturalistic,arabic77.mp3,acw,20 march 2014.  iamgmu #90852,,,
526,english,NULL,woodbridge,virginia,usa,20,male,0,usa,20,naturalistic,english526.mp3,eng,20 march 2014.  iamgmu #98054,,,
9,mongolian,khalkha mongol,yekaterinburg,NULL,russia,19,male,5,usa,14,naturalistic,mongolian9.mp3,khk,25 march 2014.  306 submission,,,
78,arabic,NULL,washington,district of columbia,usa,19,female,3,usa,8,naturalistic,arabic78.mp3,,"20 march 2014.  iamgmu # 90853.

residence:  lived in usa until age 7.  then came back for college.",,,
56,french,NULL,douala,NULL,cameroon,21,female,5,usa,18,academic,french56.mp3,fra,26 march 2014. LING306,,,
79,arabic,NULL,medina,NULL,saudi arabia,24,female,13,usa,1,academic,arabic79.mp3,acw,27 march 2014.  iamgmu #98055,,,
54,mandarin,chinese,chengdu,sichuan,china,25,female,10,usa,5,academic,mandarin54.mp3,cmn,27 march 2014.  iamgmu #98056,,,
80,arabic,najdi,najran,NULL,saudi arabia,25,male,11,usa,2,academic,arabic80.mp3,ars,28 march 2014. LING 306 assignment,,,
1,ilonggo,hiligaynon,bago city,NULL,philippines,53,female,7,usa,12,academic,ilonggo1.mp3,hil,29 march 2014.  LING306 assignment,,,
131,spanish,NULL,havana,NULL,cuba,56,male,25,usa,31,naturalistic,spanish131.mp3,spa,31 march 2104.  LING 306,,,
132,spanish,NULL,rio piedras,NULL,puerto rico,50,female,15,usa,30,academic,spanish132.mp3,spa,31 march 2014.  ling 306,,,
1,temne,NULL,kono,NULL,sierra leone,21,male,10,usa,9,academic,temne1.mp3,tem,31 march 2014. LING306,,,
17,amharic,NULL,addis ababa,NULL,ethiopia,21,male,9,usa,10,academic,amharic17.mp3,amh,31 march 2014.  LING306,,,
527,english,NULL,wynnewood,pennsylvania,usa,25,female,0,usa,25,naturalistic,english527.mp3,eng,31 march 2014.  iamgmu#98057,,,
528,english,NULL,green bay,wisconsin,usa,52,female,0,usa,52,naturalistic,english528.mp3,eng,31 march 2014.  iamgmu#98058,,,
55,mandarin,chinese,loudi,hunan,china,25,female,13,usa,1.5,academic,mandarin55.mp3,cmn,2 april 2014.  LING306,,,
56,mandarin,chinese,baoding,hebei,china,26,female,11,usa,0.7,academic,mandarin56.mp3,cmn,2 april 2014.  LING306,,,
7,khmer,NULL,siem reap,NULL,cambodia,56,male,25,usa,30,naturalistic,khmer7.mp3,khm,2 april 2014. LING306,,,
6,sinhala,sinhalese,colombo,NULL,sri lanka,55,female,18,usa,22,academic,sinhala6.mp3,sin,2 april 2014. LING306,,,
18,farsi,persian,tehran,NULL,iran,19,female,5,usa,5,academic,farsi18.mp3,pes,3 april 2014.  LING306,,,
81,arabic,najdi,riyadh,NULL,saudi arabia,22,male,17,usa,3.6,naturalistic,arabic81.mp3,ars,3 april 2014.  LING306,,,
17,bulgarian,NULL,sofia,NULL,bulgaria,31,female,9,usa,16,naturalistic,bulgarian17.mp3,bul,3 april 2014.  LING306,,,
133,spanish,NULL,cochabamba,NULL,bolivia,38,male,19,usa,13,academic,spanish133.mp3,spa,3 april 2014.  LING306,,,
82,arabic,NULL,damascus,NULL,syria,42,male,12,usa,0.3,academic,arabic82.mp3,apc,3 april 2014.  iamgmu#98059,,,
31,polish,NULL,trzebnica,NULL,poland,34,female,16,usa,11,academic,polish31.mp3,pol,3 april 2014.  iamgmu#98061,,,
10,pashto,NULL,mansehra,NULL,pakistan,26,female,5,usa,14,academic,pashto10.mp3,pbu,3 april 2014.  iamgmu#98062,,,
83,arabic,najdi,riyadh,NULL,saudi arabia,22,male,21,usa,1,academic,arabic83.mp3,ars,3 april 2014.  iamgmu#98064,,,
134,spanish,NULL,la union,NULL,el salvador,41,female,13,usa,28.7,academic,spanish134.mp3,spa,6 april 2014.  LING306,,,
43,portuguese,NULL,coronel fabriciano,minas gerais,brazil,32,female,8,usa,7,academic,portuguese43.mp3,por,6 april 2014.  LING306,,,
135,spanish,NULL,santiago de cuba,NULL,cuba,41,female,22,usa,18,naturalistic,spanish135.mp3,spa,7 april 2014.  LING306,,,
42,russian,NULL,moscow,NULL,russia,24,female,4,usa,7,academic,russian42.mp3,rus,7 april 2014.  iamgmu#98066,,,
529,english,NULL,burlington,vermont,usa,29,female,0,usa,29,naturalistic,english529.mp3,eng,7 april 2014   iamgmu#98068,,,
84,arabic,NULL,medina,NULL,saudi arabia,26,female,12,usa,2,academic,arabic84.mp3,acw,7 april 2014.  iamgmu#98071,,,
531,english,NULL,nokesville,virginia,usa,29,female,0,usa,26,naturalistic,english531.mp3,eng,"7 april 2014.  iamgmu#98071



",,,
30,turkish,NULL,izmir,NULL,turkey,24,female,11,usa,0.8,academic,turkish30.mp3,tur,9 april 2014.  LING306,,,
44,portuguese,NULL,rio de janeiro,NULL,brazil,38,female,24,usa,14,naturalistic,portuguese44.mp3,por,9 april 2014.  LING306,,,
57,french,NULL,dakar,NULL,senegal,23,male,12,usa,4,academic,french57.mp3,fra,9 april 2014.  LING306,,,
43,russian,NULL,st. petersburg,NULL,russia,27,female,8,usa,14,academic,russian43.mp3,rus,9 april 2014.  LING306,,,
532,english,NULL,bristol,connecticut,usa,23,female,0,usa,23,naturalistic,english532.mp3,eng,8 april 2014.  iamgmu#98072,,,
533,english,NULL,fairfax,virginia,usa,38,female,0,usa,38,naturalistic,english533.mp3,eng,8 april 2014.  iamgmu#1934,,,
2,mauritian,morisyen,grand port,NULL,mauritius,48,male,7,usa,34.7,academic,mauritian2.mp3,mfe,9 april 2014.  ling306,,,
19,farsi,persian,tehran,NULL,iran,63,female,27,usa,35,naturalistic,farsi19.mp3,pes,9 april 2014.  ling306,,,
58,french,NULL,douala,NULL,cameroon,25,female,18,usa,8,academic,french58.mp3,fra,9 april 2014.  ling306,,,
59,french,NULL,paris,NULL,france,20,female,5,usa,2,academic,french59.mp3,fra,9 april 2014  ling306,,,
7,finnish,NULL,kauhava,NULL,finland,46,female,9,usa,13,academic,finnish7.mp3,fin,9 april 2014.  ling306,,,
17,vietnamese,NULL,ho chi minh city,NULL,vietnam,33,female,11,usa,12,academic,vietnamese17.mp3,vie,9 april 2014.  ling306,,,
45,portuguese,NULL,salvador,NULL,brazil,19,female,7,usa,12.5,academic,portuguese45.mp3,por,10 april 2014.  ling306,,,
23,japanese,NULL,kawasaki,NULL,japan,24,male,5,usa,15,academic,japanese23.mp3,jpn,10 april 2014.  ling306,,,
40,korean,NULL,seoul,NULL,south korea,21,female,17,usa,2,academic,korean40.mp3,kor,11 april 2014.  ling306,,,
3,jamaican creole english,patois,montego bay,NULL,jamaica,19,female,3,"jamaica, usa",19,naturalistic,jamaican_creole_english3.mp3,jam,11 april 2014.  ling306,,,
60,french,NULL,paris,NULL,france,20,female,11,usa,0.8,academic,french60.mp3,fra,11 april 2014.  ling306,,,
41,korean,NULL,seoul,NULL,south korea,50,female,12,usa,9,academic,korean41.mp3,kor,12 april 2014.  ling306,,,
44,russian,NULL,penza,NULL,russia,29,female,6,usa,10,academic,russian44.mp3,rus,12 april 2014.  ling306,,,
24,japanese,NULL,tokyo,NULL,japan,40,female,13,usa,24,academic,japanese24.mp3,jpn,NULL,,,
136,spanish,NULL,santiago,NULL,chile,49,male,8,usa,41,academic,spanish136.mp3,spa,12 april 2014.  ling306,,,
42,korean,NULL,bayside,new york,usa,26,male,3,usa,13,naturalistic,korean42.mp3,kor,"14 april 2014.  born in bayside, ny.  stayed in usa until age 5.  returned from korea at age 18",,,
534,english,NULL,mineola,new york,usa,29,female,0,usa,29,naturalistic,english534.mp3,eng,15 april 2014.  iamgmu# 98074,,,
43,korean,NULL,taejon,NULL,south korea,20,male,13,usa,6,academic,korean43.mp3,kor,17 april 2014.  ling306,,,
1,cameroon creole english,kamtok,buea,NULL,cameroon,18,male,10,usa,8,academic,cameroon_creole_english1.mp3,wes,16 april 2014.  ling306,,,
13,tagalog,NULL,manila,NULL,philippines,76,female,7,usa,40,academic,tagalog13.mp3,tgl,28 april 2014.  ling306,,,
535,english,NULL,plymouth,massachusetts,usa,22,female,0,usa,22,naturalistic,english535.mp3,eng,21 april 2014.  iamgmu#98076,,,
536,english,NULL,richmond,virginia,usa,21,female,0,usa,21,naturalistic,english536.mp3,eng,21 april 2014. iamgmu#98077,,,
537,english,NULL,woodbridge,virginia,usa,21,female,0,usa,21,naturalistic,english537.mp3,eng,28 april 2014.  iamgmu#98078,,,
538,english,NULL,lyndhurst,virginia,usa,20,female,0,usa,20,naturalistic,english538.mp3,eng,28 april 2014.  iamgmu#98079,,,
539,english,NULL,orange county,california,usa,19,female,0,usa,19,naturalistic,english539.mp3,eng,29-Apr-14,,,
540,english,NULL,arlington,virginia,usa,18,female,0,usa,18,naturalistic,english540.mp3,eng,28 april 2014.  iamgmu#98080,,,
541,english,NULL,fort lauderdale,florida,usa,27,female,0,usa,27,naturalistic,english541.mp3,eng,1-May-14,,,
542,english,NULL,toronto,ontario,canada,60,male,0,"canada, usa",55,naturalistic,english542.mp3,eng,"1 may 2014.  residence: 46 years canada, 5 years hong kong, 9 years usa",,,
85,arabic,NULL,ad dammam,NULL,saudi arabia,24,female,14,usa,0.4,academic,arabic85.mp3,acw,1 may 2014.  iamgmu#98081,,,
86,arabic,NULL,cairo,NULL,egypt,28,male,3,"usa, canada",2.8,academic,arabic86.mp3,arz,27-Jun-14,,,
46,portuguese,NULL,cascais,NULL,portugal,65,male,11,canada,2,academic,portuguese46.mp3,por,30-Jun-14,,,
16,hindi,hindi-urdu,new delhi,NULL,india,25,male,5,usa,4,academic,hindi16.mp3,hin,12-Jul-14,,,
5,swiss german,NULL,uster,NULL,switzerland,34,male,8,"cayman islands, canada",8,academic,swissgerman5.mp3,gsw,6-Sep-14,,,
44,korean,NULL,inchon,NULL,south korea,49,male,14,NULL,0,academic,korean44.mp3,kor,"8 september, 2014.  306 class",,,
35,german,NULL,ingolstadt,NULL,germany,51,female,11,usa,31,academic,german35.mp3,deu,11-Sep-14,,,
14,bengali,NULL,kolkata,NULL,india,26,male,4,NULL,0,NULL,bengali14.mp3,ben,13-Sep-14,,,
22,cantonese,chinese,hong kong,NULL,china,30,female,3,NULL,0,academic,cantonese22.mp3,yue,18-Sep-14,,,
23,cantonese,chinese,hong kong,NULL,china,33,male,6,NULL,0,academic,cantonese23.mp3,yue,18 september 2014.  reports no speech impediment.,,,
31,italian,NULL,naples,NULL,italy,59,female,23,usa,36,academic,italian31.mp3,ita,28 september 2014.  LING306,,,
1,ashanti,akan,accra,NULL,ghana,42,female,1,"ghana, usa",42,naturalistic,ashanti1.mp3,aka,3-Oct-14,,,
12,nepali,NULL,katmandu,NULL,nepal,26,female,6,usa,3,academic,nepali12.mp3,nep,3-Oct-14,,,
137,spanish,NULL,santa ana,NULL,el salvador,24,female,21,usa,4,academic,spanish137.mp3,spa,3-Oct-14,,,
138,spanish,NULL,san miguel,NULL,el salvador,24,female,16,usa,8,academic,spanish138.mp3,spa,3-Oct-14,,,
139,spanish,NULL,guatemala city,NULL,guatemala,50,male,38,usa,11,academic,spanish139.mp3,spa,3-Oct-14,,,
45,korean,NULL,inchon,NULL,south korea,28,male,13,usa,11,academic,korean45.mp3,kor,9 october 2014.  523 class,,,
8,croatian,NULL,gospic,NULL,croatia,39,male,22,usa,17,naturalistic,croatian8.mp3,hrv,13 october 2014.  LING 523,,,
32,italian,NULL,sardinia,NULL,italy,49,male,14,usa,24,academic,italian32.mp3,ita,15-Oct-14,,,
140,spanish,NULL,cochabamba,NULL,bolivia,37,female,31,usa,6,academic,spanish140.mp3,spa,16-Oct-14,,,
3,mende,NULL,freetown,NULL,sierra leone,32,male,5,usa,3,academic,mende3.mp3,men,24-Oct-14,,,
25,japanese,NULL,kyoto,NULL,japan,52,female,13,"canada, usa",23,academic,japanese25.mp3,jpn,"27 october, 2014.  ling306",,,
17,hindi,hindi-urdu,new delhi,NULL,india,47,female,3,usa,24,academic,hindi17.mp3,hin,28 october 2014.  LING class,,,
47,portuguese,NULL,rosario do sul,NULL,brazil,22,female,12,usa,4.3,academic,portuguese47.mp3,por,28 october 2014.  LING 523,,,
57,mandarin,chinese,shanghai,NULL,china,20,male,12,uk,0.2,academic,mandarin57.mp3,cmn,31-Oct-14,,,
26,japanese,NULL,yokosuka,NULL,japan,44,female,13,usa,6,academic,japanese26.mp3,jpn,3-Nov-14,,,
18,swedish,NULL,lulea,NULL,sweden,42,male,8,usa,18,academic,swedish18.mp3,swe,3-Nov-14,,,
20,farsi,dari,mazare sharif,NULL,afghanistan,48,female,19,usa,30,naturalistic,farsi20.mp3,prs,6 november 2014.  LING 306,,,
36,german,NULL,hamburg,NULL,germany,18,female,14,NULL,0,academic,german36.mp3,deu,8-Nov-14,,,
545,english,NULL,tangier island,virginia,usa,56,male,0,usa,56,naturalistic,english545.mp3,eng,11-Nov,,,
546,english,NULL,tangier island,virginia,usa,43,female,0,usa,43,naturalistic,english546.mp3,eng,11-Nov-14,,,
547,english,NULL,tangier island,virginia,usa,63,male,0,usa,63,naturalistic,english547.mp3,eng,11-Nov-14,,,
61,french,NULL,rawalpindi,NULL,pakistan,41,female,10,usa,3,academic,french61.mp3,fra,"11 november 2014. LING 306.

moved to france at age 4.",,,
11,ukrainian,NULL,odessa,NULL,ukraine,23,female,9,usa,3,academic,ukrainian11.mp3,ukr,11 november 2014  LING 523,,,
58,mandarin,chinese,superior,colorado,usa,23,male,7,usa,16,naturalistic,mandarin58.mp3,cmn,"12 november 2014.  residence: born in superior, but went to china at 9 months and stayed for 6 years.  LING 306

",,,
5,twi,akan,woodbridge,virginia,usa,19,male,5,usa,19,naturalistic,twi5.mp3,aka,12 november 2014.  spoke only twi at home for the first 5 years.  ling 306,,,
14,tagalog,NULL,legaspi,,philippines,47,female,17,usa,25,academic,tagalog14.mp3,tgl,13-Nov-14,,,
548,english,NULL,dublin,NULL,ireland,61,male,0,ireland,61,naturalistic,english548.mp3,eng,12 november 2014.  LING306,,,
15,bengali,NULL,dhaka,NULL,bangladesh,46,female,8,usa,14,academic,bengali15.mp3,ben,13 november 2014 LING306,,,
87,arabic,NULL,kuwait city,NULL,kuwait,49,female,10,usa,0.5,academic,arabic87.mp3,afb,12 november 2014. LING306,,,
3,lao,NULL,pakxe,NULL,laos,52,male,20,usa,33,naturalistic,lao3.mp3,lao,13 november 2014  ling306,,,
88,arabic,NULL,beirut,NULL,lebanon,19,female,4,usa,3,academic,arabic88.mp3,apc,13 november 2014.,,,
141,spanish,NULL,la union,NULL,el salvador,24,male,12,usa,12,academic,spanish141.mp3,spa,14 november 2014.  ling 306,,,
18,vietnamese,NULL,saigon,NULL,vietnam,19,female,11,usa,10,naturalistic,vietnamese18.mp3,vie,12 november 2014.  LING306,,,
19,swedish,NULL,ekenas,NULL,finland,50,male,12,usa,26,naturalistic,swedish19.mp3,swe,13 november 2014.  LING306,,,
549,english,NULL,exminister,NULL,uk,19,female,0,"uk, usa",17,naturalistic,english549.mp3,eng,14 november 2014. LING306,,,
19,vietnamese,NULL,ho chi minh city,NULL,vietnam,18,female,4,usa,1.5,academic,vietnamese19.mp3,vie,14 november.  LING306,,,
26,macedonian,NULL,ohrid,NULL,macedonia,29,male,11,usa,9.5,academic,macedonian26.mp3,mkd,15-Nov-14,,,
19,amharic,NULL,tefki,NULL,ethiopia,19,female,10,usa,9,academic,amharic19.mp3,amh,20 november 2015. LING306,,,
46,korean,NULL,seoul,NULL,south korea,21,female,21,usa,0.3,academic,korean46.mp3,kor,15 november 2014.  LING 306,,,
142,spanish,NULL,san salvador,NULL,el salvador,59,female,8,usa,33,academic,spanish142.mp3,spa,15 november 2014.  LING 306,,,
18,amharic,NULL,addis ababa,NULL,ethiopia,20,female,2,usa,7,naturalistic,amharic18.mp3,amh,"15 november 2014.  LING306

",,,
9,hungarian,NULL,budapest,NULL,hungary,73,male,15,usa,58,academic,hungarian9.mp3,hun,16 november 2014. LING306,,,
59,mandarin,chinese,kunming,yunnan,china,20,female,6,usa,0.4,academic,mandarin59.mp3,cmn,16 november 2014.  LING306,,,
33,italian,NULL,bitonto,NULL,italy,78,female,50,usa,36,academic,italian33.mp3,ita,17 november 2014. LING 306,,,
13,nepali,NULL,katmandu,NULL,nepal,25,female,5,usa,11,academic,nepali13.mp3,nep,17 november 2014. LING306,,,
89,arabic,NULL,baghdad,NULL,iraq,35,female,19,usa,16,academic,arabic89.mp3,acm,"17 november, 2014.  LING 306",,,
5,yoruba,NULL,ibadan,NULL,nigeria,47,female,2,"nigeria, usa",47,naturalistic,yoruba5.mp3,yor,12 november 2014.  LING306,,,
18,bulgarian,NULL,razlog,NULL,bulgaria,20,male,10,usa,1,academic,bulgarian18.mp3,bul,16 november 2014.  LING306,,,
21,farsi,dari,kabul,NULL,afghanistan,20,male,5,usa,15,naturalistic,farsi21.mp3,prs,17 november 2014.  LING306,,,
143,spanish,NULL,oviedo,NULL,spain,45,male,6,"uk, usa",12.5,academic,spanish143.mp3,spa,19 november 2014. residence: 6 mos. uk, 12 years usa,,
45,russian,NULL,st. petersburg,NULL,russia,68,female,14,usa,40,academic,russian45.mp3,rus,20 november 2014.  LING306,,,
550,english,NULL,fredericksburg,virginia,usa,82,male,0,usa,82,naturalistic,english550.mp3,eng,20-Dec-14,,,
551,english,NULL,king george,virginia,usa,81,female,0,usa,81,naturalistic,english551.mp3,eng,"20 december 2014

",,,
62,french,NULL,paris,NULL,france,21,female,20,usa,1,naturalistic,french62.mp3,fra,"20 december 2014.  residence: born in paris, but spent most of life in mali.",,,
6,krio,NULL,freetown,NULL,sierra leone,26,female,3,"sierra leone, usa",26,academic,krio6.mp3,kri,"20 december 2014.  residence: 24 yrs. sierra leone, 2 yrs. usa.",,,
31,turkish,NULL,diyarbakir,NULL,turkey,24,male,11,NULL,0,academic,turkish31.mp3,tur,8-Jan-15,,,
32,turkish,NULL,diyarbakir,NULL,turkey,24,male,11,NULL,0,academic,turkish32.mp3,tur,8-Jan-15,,,
33,turkish,NULL,diyarbakir,NULL,turkey,24,male,11,NULL,0,academic,turkish33.mp3,tur,8-Jan-15,,,
34,turkish,NULL,diyarbakir,NULL,turkey,24,male,11,NULL,0,academic,turkish34.mp3,tur,"8 january 2015

",,,
90,arabic,NULL,tripoli,NULL,libya,23,female,12,usa,2.5,academic,arabic90.mp3,ayl,2-Feb-15,,,
22,farsi,persian,tehran,NULL,iran,20,female,5,usa,1.5,academic,farsi22.mp3,pes,2-Feb-15,,,
14,urdu,NULL,islamabad,NULL,pakistan,21,male,10,usa,2.5,academic,urdu14.mp3,urd,2-Feb-15,,,
9,punjabi,panjabi,kot kapura,NULL,india,19,male,11,usa,4,academic,punjabi9.mp3,pnb,2-Feb-15,,,
10,punjabi,panjabi,ludhiana,NULL,india,22,male,11,usa,4,academic,punjabi10.mp3,pnb,2-Feb-15,,,
9,gujarati,NULL,surat,NULL,india,19,male,9,usa,1.5,academic,gujarati9.mp3,guj,2-Feb-15,,,
20,vietnamese,NULL,haiphong,NULL,vietnam,46,female,25,usa,16,academic,vietnamese20.mp3,vie,12 march 2015.  residence:  did not use english in USA until 2010,,,
552,english,NULL,bethesda,maryland,usa,23,female,0,USA,20,naturalistic,english552.mp3,eng,"13 march 2015. residence: born in md.,  but moved and traveled extensively--2 years in italy, currently lives in UK (1.5 years)",,,
1,hmong,hmong daw,louangphabang,NULL,laos,35,male,7,usa,28,academic,hmong1.mp3,mww,11-Mar-15,,,
2,hmong,hmong daw,long tieng,NULL,laos,47,male,11.5,usa,36,academic,hmong2.mp3,mww,11-Mar-15,,,
553,english,NULL,nashville,tennessee,usa,21,male,0,usa,21,naturalistic,english553.mp3,eng,18-Mar-15,,,
554,english,NULL,hoffman estates,illinois,usa,22,female,0,usa,22,naturalistic,english554.mp3,eng,19 march 2015.  has lived all over the usa.,,,
35,turkish,NULL,izmir,NULL,turkey,24,female,11,usa,0.7,academic,turkish35.mp3,tur,23 march 2015.,,,
555,english,NULL,brooklyn,new york,usa,90,male,0,usa,90,naturalistic,english555.mp3,eng,4-Apr-15,,,
556,english,NULL,brooklyn,new york,usa,84,female,0,usa,84,naturalistic,english556.mp3,eng,4-Apr-15,,,
144,spanish,NULL,florencia,zacatecas,mexico,33,female,23,usa,10,naturalistic,spanish144.mp3,spa,31-Mar-15,,,
145,spanish,NULL,florencia,zacatecas,mexico,37,female,21,usa,16,naturalistic,spanish145.mp3,spa,31-Mar-15,,,
557,english,NULL,sharjah,NULL,united arab emirates,25,female,2,usa,6,naturalistic,english557.mp3,eng,6-Apr-15,,,
8,tigrigna,NULL,asmara,NULL,eritrea,35,male,7,usa,17,academic,tigrigna8.mp3,tir,"12 april, 2015",,,
558,english,NULL,queens,new york,usa,23,male,0,usa,23,naturalistic,english558.mp3,eng,19 april 2015.,,,
559,english,NULL,reston,virginia,usa,19,female,0,usa,19,naturalistic,english559.mp3,eng,24-Apr-15,,,
146,spanish,NULL,las palmas,oaxaca,mexico,25,male,18,usa,7,naturalistic,spanish146.mp3,spa,"24 april 2015

",,,
47,korean,NULL,seoul,NULL,south korea,23,male,10,usa,10,academic,korean47.mp3,kor,24 april. 2015,,,
560,english,NULL,hartford,connecticut,usa,22,female,0,usa,22,naturalistic,english560.mp3,eng,29 april 2015-LING507,,,
561,english,NULL,yorktown,virginia,usa,20,female,0,usa,20,naturalistic,english561.mp3,eng,29 april 2015.  LING499,,,
562,english,NULL,florence,south carolina,usa,30,female,0,usa,30,naturalistic,english562.mp3,eng,19-May-15,,,
32,polish,NULL,torun,NULL,poland,42,male,14,usa,2,naturalistic,polish32.mp3,pol,20-May-15,,,
23,farsi,persian,shiraz,NULL,iran,24,female,5,NULL,0,naturalistic,farsi23.mp3,pes,2-Jun-15,,,
33,polish,NULL,nowa ruda,NULL,poland,21,male,7,NULL,0,academic,polish33.mp3,pol,19-Jun-15,,,
20,swedish,NULL,karlstad,NULL,sweden,31,male,7,NULL,0,academic,swedish20.mp3,swe,29-Jun-15,,,
14,thai,NULL,bangkok,NULL,thailand,39,female,10,usa,10,academic,thai14.mp3,tha,3 july 2015. LING523,,,
1,miskito,NULL,krinkrin,rio coco,nicaragua,18,male,8,NULL,0,academic,miskito1.mp3,miq,5 july 2015  ling 507,,,
2,miskito,NULL,bilwi,puerto cabezas,nicaragua,18,female,7,NULL,0,academic,miskito2.mp3,miq,5 july 2015 LING507,,,
3,miskito,NULL,bilwi,puerto cabezas,nicaragua,32,male,14,NULL,0,academic,miskito3.mp3,miq,5 july 2015.  LING507,,,
4,miskito,NULL,bilwi,puerto cabezas,nicaragua,18,male,15,NULL,0,academic,miskito4.mp3,miq,5 july 2015.  LING507,,,
5,miskito,NULL,bilwi,puerto cabezas,nicaragua,18,female,7,NULL,0,academic,miskito5.mp3,miq,5 july 2015.  LING507,,,
